id,title,price,rating,availability,category,image_url,product_page_url
624,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,In stock (5 available),Default,https://books.toscrape.com/media/cache/d6/2b/d62b299736dda60f16eb4c5b23f81a82.jpg,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html
625,"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,In stock (5 available),Sequential Art,https://books.toscrape.com/media/cache/8e/25/8e259f84683adbaa30452df5aaa142b3.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html
626,Foundation (Foundation (Publication Order) #1),32.42,1,In stock (5 available),Science Fiction,https://books.toscrape.com/media/cache/da/a0/daa08c54a927c27494ea5bb90af79c60.jpg,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html
627,Fool Me Once,16.96,1,In stock (5 available),Default,https://books.toscrape.com/media/cache/2e/ba/2eba785f249284b61928d98972c1b2ca.jpg,https://books.toscrape.com/catalogue/fool-me-once_374/index.html
628,Find Her (Detective D.D. Warren #8),22.37,1,In stock (5 available),Add a comment,https://books.toscrape.com/media/cache/48/4d/484d8afc2cf8b77a45fa4fec0a5e7b89.jpg,https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html
629,Evicted: Poverty and Profit in the American City,42.27,1,In stock (5 available),Add a comment,https://books.toscrape.com/media/cache/db/27/db27a90497bcb1b1d8e59dec06264256.jpg,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html
630,Drama,38.7,2,In stock (5 available),Default,https://books.toscrape.com/media/cache/46/04/4604cba3ffbb4936dd3edb9cbfe26393.jpg,https://books.toscrape.com/catalogue/drama_371/index.html
631,Dracula the Un-Dead,35.63,5,In stock (5 available),Horror,https://books.toscrape.com/media/cache/b1/f2/b1f25fa4623b3ee2db6fb6d6e27c6fb5.jpg,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html
632,Digital Fortress,58.0,5,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/86/78/86786e20ec80b5b3ec66657870750b73.jpg,https://books.toscrape.com/catalogue/digital-fortress_369/index.html
633,"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,In stock (5 available),Sequential Art,https://books.toscrape.com/media/cache/93/d9/93d98563d32936ffd8db2c19f7857478.jpg,https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html
634,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,In stock (5 available),Nonfiction,https://books.toscrape.com/media/cache/f2/c5/f2c56824a5aef38387350243762216eb.jpg,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html
635,Critique of Pure Reason,20.75,1,In stock (5 available),Philosophy,https://books.toscrape.com/media/cache/3b/28/3b28ec3663a81d36272a08e5a49644f2.jpg,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html
636,Booked,17.49,5,In stock (5 available),Poetry,https://books.toscrape.com/media/cache/cf/3b/cf3b0341f5f4f4ad2c1439c11d32a9b1.jpg,https://books.toscrape.com/catalogue/booked_365/index.html
637,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,In stock (5 available),Default,https://books.toscrape.com/media/cache/16/67/16674db55d7c7c37bf19e1aed4a8cc57.jpg,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html
638,Approval Junkie: Adventures in Caring Too Much,58.81,5,In stock (5 available),Autobiography,https://books.toscrape.com/media/cache/96/6d/966d8d2afdead087cba0f29a69f89ba5.jpg,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html
639,An Abundance of Katherines,10.0,5,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/9b/c8/9bc86bc10a6beea536422bbe82e076fb.jpg,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html
640,America's War for the Greater Middle East: A Military History,51.22,2,In stock (5 available),History,https://books.toscrape.com/media/cache/da/0c/da0ca0d6586f8164b7a96d4c807a6c7f.jpg,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html
641,Alight (The Generations Trilogy #2),58.59,4,In stock (5 available),Default,https://books.toscrape.com/media/cache/43/74/43749a90eed0e03d9975116ad44fbde3.jpg,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html
642,A Girl's Guide to Moving On (New Beginnings #2),31.3,1,In stock (5 available),Romance,https://books.toscrape.com/media/cache/17/94/17940ad8d367ea5f28db57e7fc32dac9.jpg,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html
643,A Game of Thrones (A Song of Ice and Fire #1),46.42,2,In stock (5 available),Add a comment,https://books.toscrape.com/media/cache/37/09/3709ede7460008ec539deb7cd44b688e.jpg,https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html
644,A Feast for Crows (A Song of Ice and Fire #4),17.21,4,In stock (5 available),Fantasy,https://books.toscrape.com/media/cache/6f/b7/6fb724034c86041a52b247ae53613413.jpg,https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html
645,A Clash of Kings (A Song of Ice and Fire #2),10.79,3,In stock (5 available),Add a comment,https://books.toscrape.com/media/cache/6d/73/6d739416776a66c258ef0cb35f3eb9e1.jpg,https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html
646,Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,In stock (4 available),Default,https://books.toscrape.com/media/cache/09/db/09db3ae79413c88e4ca1aab30368d63d.jpg,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html
647,The Shining (The Shining #1),27.88,3,In stock (4 available),Default,https://books.toscrape.com/media/cache/ea/cb/eacbd43aaf46f527416aa5d6561b29ad.jpg,https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html
648,The Pilgrim's Progress,50.26,2,In stock (4 available),Classics,https://books.toscrape.com/media/cache/91/2a/912acfe6ee354d9d9bf3c1fa517c4252.jpg,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html
649,The Perfect Play (Play by Play #1),59.99,3,In stock (4 available),Romance,https://books.toscrape.com/media/cache/b0/be/b0be8b72b97ba3185f7d55235d0be76f.jpg,https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html
650,The Passion of Dolssa,28.32,5,In stock (4 available),Historical Fiction,https://books.toscrape.com/media/cache/b3/59/b35975c0df26c40964028a8ccabc9a91.jpg,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html
651,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,In stock (4 available),Nonfiction,https://books.toscrape.com/media/cache/f3/d1/f3d18f7fa858139e133fe4809d3827b5.jpg,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html
652,The Hunger Games (The Hunger Games #1),29.85,5,In stock (4 available),Default,https://books.toscrape.com/media/cache/4e/9d/4e9de73d08f8c0b1b6ea859a93f1aa31.jpg,https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html
653,The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,In stock (4 available),Classics,https://books.toscrape.com/media/cache/9d/fe/9dfe2a73c6a1a1c09927c904de641ebf.jpg,https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html
654,The Gunning of America: Business and the Making of American Gun Culture,16.81,4,In stock (4 available),Nonfiction,https://books.toscrape.com/media/cache/e2/23/e223db017107fcccf532e5fe753f307d.jpg,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html
655,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,In stock (4 available),Nonfiction,https://books.toscrape.com/media/cache/fd/51/fd513e918a0b34fb08bc67d1d7065e40.jpg,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html
656,The Demonists (Demonist #1),52.11,2,In stock (4 available),Fantasy,https://books.toscrape.com/media/cache/be/f8/bef8aac75369fc2211515cd4c76d3518.jpg,https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html
657,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,In stock (4 available),Sequential Art,https://books.toscrape.com/media/cache/20/99/20995345e7a87cdfb4503283ae991e84.jpg,https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html
658,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,In stock (4 available),Thriller,https://books.toscrape.com/media/cache/8d/1f/8d1f11673fbe46f47f27b9a4c8efbf8a.jpg,https://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html
659,The Beast (Black Dagger Brotherhood #14),46.08,5,In stock (4 available),Fantasy,https://books.toscrape.com/media/cache/d4/76/d4761761d26eb7fe1ba0a9480913a8ca.jpg,https://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html
660,Some Women,13.73,5,In stock (4 available),Womens Fiction,https://books.toscrape.com/media/cache/2f/71/2f710e4c53d98e47b73e4d34702a6751.jpg,https://books.toscrape.com/catalogue/some-women_341/index.html
661,Shopaholic Ties the Knot (Shopaholic #3),48.39,5,In stock (4 available),Womens Fiction,https://books.toscrape.com/media/cache/d0/f8/d0f8f438caa5e7adc1c727da4f06ca64.jpg,https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html
662,Paper and Fire (The Great Library #2),49.45,5,In stock (4 available),Fantasy,https://books.toscrape.com/media/cache/b6/3b/b63bd741fc6ada1e60a33db14bde0277.jpg,https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html
663,Outlander (Outlander #1),19.67,5,In stock (4 available),Default,https://books.toscrape.com/media/cache/2e/3f/2e3f900dfa0d70799f009f1c07f54697.jpg,https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html
664,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,In stock (4 available),Music,https://books.toscrape.com/media/cache/b5/94/b59425287ce6b186715fa7b01054c2bf.jpg,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html
665,No One Here Gets Out Alive,20.02,5,In stock (4 available),Music,https://books.toscrape.com/media/cache/8e/9b/8e9be254974e64a8a3d365a1571e3ec2.jpg,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html
666,Night Shift (Night Shift #1-20),12.75,4,In stock (4 available),Horror,https://books.toscrape.com/media/cache/b8/84/b8843e0c3fbadb1682b095c99eda7f7a.jpg,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html
667,Needful Things,47.51,4,In stock (4 available),Horror,https://books.toscrape.com/media/cache/d2/d8/d2d818d6654086560072fe1d42189636.jpg,https://books.toscrape.com/catalogue/needful-things_334/index.html
668,Mockingjay (The Hunger Games #3),20.44,4,In stock (4 available),Default,https://books.toscrape.com/media/cache/42/5a/425a156d129df73861380d9fe49c1533.jpg,https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html
669,Misery,34.79,2,In stock (4 available),Horror,https://books.toscrape.com/media/cache/cc/fb/ccfb8bb0f63377a67fb0a39d513f6cab.jpg,https://books.toscrape.com/catalogue/misery_332/index.html
670,Little Women (Little Women #1),28.07,4,In stock (4 available),Classics,https://books.toscrape.com/media/cache/55/a9/55a942b0c092c40bdbb6a1f1be340984.jpg,https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html
671,It,25.01,3,In stock (4 available),Horror,https://books.toscrape.com/media/cache/f9/40/f9409b5717cc44f29aa444d85ad26bdc.jpg,https://books.toscrape.com/catalogue/it_330/index.html
672,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,In stock (4 available),Default,https://books.toscrape.com/media/cache/e7/3f/e73ff548ede8f14e62854878d86a604f.jpg,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html
673,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,In stock (4 available),Young Adult,https://books.toscrape.com/media/cache/27/93/2793d4ce3d27cdcdb7a0961bc218b25f.jpg,https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html
674,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,In stock (4 available),Fantasy,https://books.toscrape.com/media/cache/ca/56/ca565814dfe2d9f73d3d6b1ad7265984.jpg,https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html
675,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,In stock (4 available),Fantasy,https://books.toscrape.com/media/cache/06/ee/06ee91950f111a29d18bccb0c3418fb4.jpg,https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html
676,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,In stock (4 available),Fantasy,https://books.toscrape.com/media/cache/9e/3c/9e3c81f9694c5832a24bf590c2a0b610.jpg,https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html
677,Gone with the Wind,32.49,3,In stock (4 available),Classics,https://books.toscrape.com/media/cache/ac/ee/acee20cff19be38cc3efc5e9b50afae4.jpg,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html
678,God Is Not Great: How Religion Poisons Everything,27.8,1,In stock (4 available),Nonfiction,https://books.toscrape.com/media/cache/ff/b8/ffb857154e4bc8af56f33d7277cb9939.jpg,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html
679,Girl With a Pearl Earring,26.77,1,In stock (4 available),Historical Fiction,https://books.toscrape.com/media/cache/b1/5e/b15ec9da5c7b28e2d11347dd2e8c20e5.jpg,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html
680,"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,In stock (4 available),Sequential Art,https://books.toscrape.com/media/cache/77/0b/770bf7bcb38eaacc6a9392dd0b7af1e4.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html
681,Far From True (Promise Falls Trilogy #2),34.93,2,In stock (4 available),Thriller,https://books.toscrape.com/media/cache/9c/aa/9caacda3ff43984447ee22712e7e9ca9.jpg,https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html
682,Dark Lover (Black Dagger Brotherhood #1),12.87,1,In stock (4 available),Romance,https://books.toscrape.com/media/cache/d8/bd/d8bdea8d4e7db9af8e0cb1b36db448d2.jpg,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html
683,Confessions of a Shopaholic (Shopaholic #1),48.94,2,In stock (4 available),Default,https://books.toscrape.com/media/cache/02/88/0288939291a11611aacb27925d3c2d19.jpg,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html
684,Changing the Game (Play by Play #2),13.38,3,In stock (4 available),Romance,https://books.toscrape.com/media/cache/7a/6a/7a6a89af2f591d86df6f7c65649463db.jpg,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html
685,Candide,58.63,3,In stock (4 available),Classics,https://books.toscrape.com/media/cache/e7/7d/e77d917c495e649216225bd47e006482.jpg,https://books.toscrape.com/catalogue/candide_316/index.html
686,Can You Keep a Secret?,21.94,1,In stock (4 available),Womens Fiction,https://books.toscrape.com/media/cache/e1/24/e124fe015a3ffa6857eb35c39e89cd61.jpg,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html
687,Atlas Shrugged,26.58,5,In stock (4 available),Fiction,https://books.toscrape.com/media/cache/9d/3c/9d3c5430a627260e4a8c9ca02c8a8924.jpg,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html
688,Animal Farm,57.22,3,In stock (4 available),Classics,https://books.toscrape.com/media/cache/73/b9/73b9d68a89e6d037f1afdc70f96bad09.jpg,https://books.toscrape.com/catalogue/animal-farm_313/index.html
689,A Walk to Remember,56.43,1,In stock (4 available),Romance,https://books.toscrape.com/media/cache/fe/a9/fea9278c15f5ad41f5d478196cf4132d.jpg,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html
690,A New Earth: Awakening to Your Life's Purpose,55.65,5,In stock (4 available),Spirituality,https://books.toscrape.com/media/cache/13/1b/131bca3895aa2892f400020cd939cd42.jpg,https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html
691,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,In stock (4 available),Religion,https://books.toscrape.com/media/cache/fd/99/fd996fdccb07aa8759f1388a0dea343a.jpg,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html
